"","expo","nclaims","amount","coverage","ageph","sex","bm","power","agec","fuel","use","fleet","long","lat"
"37223",0.323287671232877,0,0,"TPL",78,"male",0,37,7,"gasoline","private","0",4.45285369981568,51.0357334294333
"154039",0.353424657534247,0,0,"TPL",42,"female",0,48,7,"diesel","private","0",3.85846171173786,50.9947165834723
"103598",1,0,0,"TPL",36,"female",1,55,8,"gasoline","private","0",5.79271200231588,49.5665611096009
"86504",1,0,0,"TPL",61,"male",8,60,4,"gasoline","private","0",4.81738173087695,50.2138936599345
"63274",0.219178082191781,0,0,"TPL++",35,"male",0,85,5,"gasoline","private","0",5.50056737527412,50.5831880293416
"103942",1,0,0,"TPL++",38,"female",1,54,3,"diesel","private","0",5.41071107608213,49.94688060667
"65671",1,0,0,"TPL",33,"female",7,29,9,"gasoline","private","0",5.06153036144212,50.6667385239136
"122885",1,0,0,"TPL+",38,"male",0,33,8,"gasoline","private","0",3.37582731451015,50.5925185407709
"127632",1,1,128.656739357311,"TPL+",26,"male",7,43,6,"gasoline","private","0",4.01842900749013,50.6782133449603
"69658",1,0,0,"TPL+",48,"male",0,95,8,"gasoline","private","0",5.52959295206496,50.7166312532234
"42201",1,1,145.017711992345,"TPL",32,"female",1,40,12,"diesel","private","0",4.43184109888125,51.3344705167668
"109111",0.347945205479452,0,0,"TPL",32,"female",11,55,2,"diesel","private","0",4.03614560715801,50.5910847883396
"24476",1,0,0,"TPL",77,"male",1,43,10,"gasoline","private","0",4.38714643615594,51.2160423671088
"21858",0.668493150684932,0,0,"TPL+",64,"female",0,34,10,"gasoline","private","0",4.37305172273991,50.941116827219
"27486",1,0,0,"TPL",37,"male",6,55,13,"gasoline","private","0",4.38714643615594,51.2160423671088
"117288",1,0,0,"TPL",29,"female",12,33,11,"gasoline","private","0",3.64423201146657,50.4770030537849
"79989",1,0,0,"TPL++",45,"male",6,42,1,"diesel","private","0",4.85818540668705,50.4620030651056
"17356",1,0,0,"TPL",58,"male",1,37,9,"gasoline","private","0",4.23120620619564,50.7813218911212
"46381",1,0,0,"TPL",66,"male",1,40,8,"gasoline","private","0",4.7181373355407,50.9573731386076
"11235",1,0,0,"TPL",23,"male",9,37,12,"gasoline","private","0",4.55538599002718,50.6720754974774
"157821",1,0,0,"TPL",55,"male",6,40,2,"gasoline","private","0",3.59560780591428,50.7501996312453
"159833",1,0,0,"TPL",49,"male",0,48,7,"diesel","private","0",3.5041755286041,50.9908192814946
"18898",0.550684931506849,0,0,"TPL",45,"female",0,37,10,"gasoline","private","0",4.18906639134992,50.9113683404851
"42633",1,0,0,"TPL",55,"male",5,55,10,"diesel","private","0",4.61647083197372,51.3365001038593
"140464",1,0,0,"TPL++",32,"female",0,47,1,"diesel","private","0",3.24818014510705,51.0600749829273
"232",1,0,0,"TPL++",39,"female",5,43,2,"gasoline","private","0",4.35522299485413,50.8453864646626
"88334",1,0,0,"TPL",72,"male",0,55,2,"gasoline","private","0",4.46904871668888,50.0384016213906
"59561",1,0,0,"TPL",27,"male",9,55,12,"gasoline","private","0",5.55664901167823,50.6478075291239
"148676",1,0,0,"TPL",52,"male",5,40,12,"gasoline","private","0",3.70660884472355,51.0590759805841
"89571",0.161643835616438,0,0,"TPL",48,"female",0,33,10,"gasoline","private","0",4.43709177560176,50.4173411858797
"86932",1,0,0,"TPL",50,"male",1,55,6,"gasoline","private","0",5.11079351536226,50.2700800392335
"48739",1,0,0,"TPL+",33,"male",4,53,8,"diesel","private","0",4.93011082851364,50.8123036159858
"46652",0.0547945205479452,0,0,"TPL",64,"male",1,40,12,"gasoline","private","0",4.69748768406466,50.9946540097155
"35277",1,1,1012.62025934621,"TPL",55,"male",1,66,7,"diesel","private","0",4.3309647574531,51.1231372359579
"30682",1,0,0,"TPL+",75,"male",0,44,10,"gasoline","private","0",4.92836238847432,51.3295315517547
"33347",1,0,0,"TPL",61,"male",0,66,2,"gasoline","private","0",4.56188606580023,51.118992847406
"7163",1,0,0,"TPL++",67,"male",1,94,6,"gasoline","private","0",4.42631263766543,50.8108174541943
"116325",0.56986301369863,0,0,"TPL+",26,"male",8,66,2,"gasoline","private","0",3.77700355257462,50.4296187489822
"106347",1,0,0,"TPL+",53,"female",0,44,11,"gasoline","private","0",3.9567613947591,50.4569048505571
"46638",1,0,0,"TPL",43,"male",2,62,9,"gasoline","private","0",4.69748768406466,50.9946540097155
"48694",1,0,0,"TPL++",67,"male",1,78,3,"gasoline","private","0",4.93011082851364,50.8123036159858
"2807",0.227397260273973,0,0,"TPL+",58,"male",0,60,3,"gasoline","private","0",4.36973950405122,50.823422611616
"147878",1,1,71.1206522574424,"TPL",26,"female",11,66,6,"gasoline","private","0",3.70660884472355,51.0590759805841
"116247",1,0,0,"TPL",22,"male",10,55,5,"diesel","private","0",3.77700355257462,50.4296187489822
"156996",0.915068493150685,0,0,"TPL",49,"male",1,55,7,"gasoline","private","0",3.87237286629165,50.7623626956758
"108767",0.583561643835616,0,0,"TPL",71,"female",0,43,1,"gasoline","private","0",4.03614560715801,50.5910847883396
"5282",0.457534246575342,1,2320.10986641018,"TPL",24,"female",11,33,11,"diesel","private","0",4.30681573990677,50.8559335899744
"158520",1,0,0,"TPL",78,"male",1,68,5,"gasoline","private","0",3.79377696065688,50.8683956925694
"31438",1,0,0,"TPL",41,"male",11,100,7,"gasoline","private","0",4.87353901642639,51.3059791510934
"56427",1,0,0,"TPL+",35,"female",1,44,8,"diesel","private","0",5.32066127099771,50.8435104032435
"50717",1,0,0,"TPL++",28,"female",5,33,7,"gasoline","private","0",5.36485614680658,50.9924504248163
"29283",1,0,0,"TPL+",56,"male",2,47,4,"diesel","private","0",4.81574034293503,51.164325946244
"51818",1,1,1363.41438625282,"TPL",45,"female",11,60,10,"gasoline","private","0",5.21086324116542,51.0472396856666
"96154",1,0,0,"TPL",40,"male",1,46,12,"diesel","private","0",4.36024375406355,50.4620091548263
"53860",1,0,0,"TPL++",51,"male",5,162,6,"gasoline","private","0",5.74856389471631,51.1535461012707
"41052",1,0,0,"TPL",42,"male",1,55,10,"gasoline","private","0",4.45383054871095,51.4498159677234
"114499",0.172602739726027,0,0,"TPL+",46,"female",2,55,5,"diesel","private","1",4.22426941740339,50.4572623904405
"24009",1,0,0,"TPL",48,"male",0,75,9,"gasoline","private","0",4.38714643615594,51.2160423671088
"69458",1,0,0,"TPL",44,"female",6,40,11,"gasoline","private","0",5.51668498270527,50.6586685751288
"44759",1,1,651.067553464436,"TPL",31,"male",11,40,13,"gasoline","private","0",4.68383153521203,50.8816251488922
"111852",1,1,6474.06166103535,"TPL",34,"female",1,52,12,"diesel","private","0",4.1660211675673,50.4679258787816
"113160",1,0,0,"TPL+",65,"male",0,56,6,"gasoline","private","0",4.08024325953923,50.4333637353578
"69675",1,2,2241.82509128679,"TPL",57,"male",0,40,9,"diesel","work","0",5.52959295206496,50.7166312532234
"29615",1,0,0,"TPL",27,"male",9,40,12,"diesel","private","0",4.71623662720505,51.0677908050777
"8447",0.73972602739726,1,68.9887679443925,"TPL",54,"female",11,40,9,"gasoline","private","0",4.34955262090934,50.7902360699353
"103176",1,0,0,"TPL+",34,"male",5,44,2,"gasoline","private","0",5.80642284754309,49.6176933501103
"6219",1,0,0,"TPL",32,"female",2,55,12,"gasoline","private","0",4.30952489788231,50.8821398068034
"73664",0.326027397260274,0,0,"TPL",53,"female",0,39,11,"diesel","private","0",5.67107874216284,50.618767575423
"65096",0.912328767123288,0,0,"TPL",51,"female",2,50,4,"gasoline","private","0",5.01250198198396,50.6184270449854
"5822",0.178082191780822,0,0,"TPL",46,"male",1,64,6,"gasoline","private","0",4.29736955586532,50.8750210648933
"106956",1,0,0,"TPL++",39,"male",4,66,2,"gasoline","private","0",3.9567613947591,50.4569048505571
"56390",1,0,0,"TPL+",49,"male",5,95,2,"diesel","work","0",5.32066127099771,50.8435104032435
"8771",1,0,0,"TPL",44,"male",10,39,12,"diesel","private","0",4.3126036782253,50.8145607344824
"2140",0.53972602739726,2,1501.59023696142,"TPL",33,"female",11,33,11,"gasoline","private","0",4.382733186599,50.8333251373601
"4200",1,0,0,"TPL+",41,"male",0,68,4,"gasoline","private","0",4.28110524587358,50.8295104693713
"111110",1,0,0,"TPL",41,"male",0,43,9,"diesel","private","0",4.1660211675673,50.4679258787816
"23374",1,0,0,"TPL+",32,"male",2,44,8,"gasoline","private","0",4.42178302488719,50.9794003304997
"110147",1,0,0,"TPL+",51,"male",4,55,4,"diesel","private","0",4.13078528454643,50.6165403320751
"119607",0.832876712328767,0,0,"TPL",36,"male",0,51,11,"diesel","private","0",3.77550094800761,50.3880758795432
"44342",1,0,0,"TPL",51,"male",0,43,6,"gasoline","private","0",4.68383153521203,50.8816251488922
"154589",1,0,0,"TPL",60,"male",5,40,10,"diesel","private","0",3.9415221652887,50.9994030692584
"149511",1,0,0,"TPL",61,"male",11,40,9,"gasoline","private","0",3.70660884472355,51.0590759805841
"98002",1,0,0,"TPL++",74,"male",0,55,10,"gasoline","private","0",4.51652466320313,50.4715576705688
"68051",1,0,0,"TPL+",41,"male",0,60,7,"diesel","private","0",5.42923359281155,50.5974461281429
"134111",1,0,0,"TPL",54,"male",1,38,9,"diesel","private","0",3.01193912369089,51.246917328221
"30553",1,0,0,"TPL",72,"male",0,66,12,"gasoline","private","1",4.92836238847432,51.3295315517547
"110416",1,0,0,"TPL+",48,"male",1,85,6,"gasoline","private","0",4.13078528454643,50.6165403320751
"5893",1,0,0,"TPL",40,"male",5,48,8,"diesel","private","0",4.30952489788231,50.8821398068034
"142",1,0,0,"TPL++",52,"male",0,65,1,"gasoline","private","0",4.35522299485413,50.8453864646626
"76207",0.298630136986301,0,0,"TPL++",51,"male",0,55,3,"gasoline","private","0",6.00026274026012,50.726174329429
"34008",1,0,0,"TPL+",34,"male",0,65,8,"gasoline","work","0",4.47040520544561,51.1478339184859
"95550",1,0,0,"TPL",56,"male",5,65,9,"gasoline","private","0",4.36024375406355,50.4620091548263
"6434",0.635616438356164,0,0,"TPL++",37,"male",0,65,4,"gasoline","private","0",4.39673657191953,50.8706355187769
"64221",1,0,0,"TPL",47,"male",3,51,4,"gasoline","work","0",5.6339006576355,50.516332932137
"150892",1,0,0,"TPL+",33,"male",6,83,3,"diesel","private","0",4.1502097937052,51.1714865860244
"60031",0.882191780821918,0,0,"TPL+",44,"male",2,66,5,"gasoline","private","0",5.55664901167823,50.6478075291239
"144382",1,0,0,"TPL",26,"female",2,66,2,"gasoline","private","0",3.14281102682167,50.7930459073677
"148358",1,0,0,"TPL",31,"male",0,59,13,"gasoline","private","0",3.70660884472355,51.0590759805841
"154603",0.526027397260274,0,0,"TPL",65,"male",0,42,8,"diesel","private","0",3.87219573984688,51.0427553190831
"136843",1,0,0,"TPL",35,"male",0,43,7,"diesel","private","0",3.30589838083999,50.8439096861155
"61889",1,0,0,"TPL+",66,"female",4,72,9,"gasoline","private","0",5.63249626518598,50.5859002431813
"27131",0.567123287671233,0,0,"TPL",53,"male",0,89,3,"diesel","private","0",4.38714643615594,51.2160423671088
"144561",1,0,0,"TPL+",54,"male",0,60,3,"diesel","private","0",3.14281102682167,50.7930459073677
"57591",0.96986301369863,1,1426.37934154522,"TPL+",56,"male",0,105,6,"diesel","private","0",5.14893967627266,51.1006370348867
"35080",1,0,0,"TPL+",27,"male",8,55,6,"diesel","private","0",4.32823194122564,51.1443929431122
"10393",1,0,0,"TPL++",54,"female",1,210,6,"gasoline","work","0",4.45293167041467,50.7367092025747
"23611",1,0,0,"TPL+",41,"male",0,55,6,"diesel","private","1",4.42178302488719,50.9794003304997
"158327",1,0,0,"TPL",47,"female",0,40,6,"diesel","private","0",3.59560780591428,50.7501996312453
"96847",1,0,0,"TPL",41,"male",1,44,11,"gasoline","private","0",4.51024082354512,50.3976313863189
"52031",1,0,0,"TPL",50,"male",0,47,3,"diesel","private","0",5.40556361748715,50.9121806782096
"127417",1,0,0,"TPL+",52,"male",0,51,9,"diesel","private","0",3.94743715792725,50.6490803549759
"69956",1,0,0,"TPL",42,"male",5,44,16,"gasoline","private","0",5.42789498806051,50.638276659116
"149361",1,0,0,"TPL",35,"female",4,66,6,"gasoline","private","0",3.70660884472355,51.0590759805841
"132222",1,1,63.435952989472,"TPL+",69,"male",1,105,6,"diesel","private","0",3.31481540441044,51.3336599920086
"1133",1,0,0,"TPL+",61,"female",8,33,5,"gasoline","private","0",4.35522299485413,50.8453864646626
"69749",1,0,0,"TPL+",37,"male",0,50,8,"diesel","private","0",5.52959295206496,50.7166312532234
"149119",1,1,64.6258419083835,"TPL",73,"male",0,40,11,"diesel","private","0",3.70660884472355,51.0590759805841
"107405",0.975342465753425,0,0,"TPL",39,"female",0,40,7,"diesel","private","0",3.9567613947591,50.4569048505571
"106342",1,0,0,"TPL",75,"male",0,59,9,"gasoline","private","0",3.9567613947591,50.4569048505571
"88078",1,0,0,"TPL++",48,"male",1,66,5,"gasoline","private","0",4.41303607280838,50.2515397228077
"136762",1,0,0,"TPL+",73,"male",0,66,13,"gasoline","private","0",3.30589838083999,50.8439096861155
"141406",1,0,0,"TPL",25,"male",9,40,11,"gasoline","private","0",3.41484805138048,50.8790464429861
"87203",1,0,0,"TPL",34,"male",2,83,7,"gasoline","private","0",4.64413742845056,50.2415666353252
"49692",0.131506849315068,0,0,"TPL",43,"male",0,54,3,"diesel","private","0",5.02952262116216,50.7649337714458
"113073",1,1,1181.88195806137,"TPL",32,"male",0,90,15,"gasoline","private","0",4.08024325953923,50.4333637353578
"47383",1,0,0,"TPL",38,"female",1,33,3,"gasoline","private","0",4.56642378077481,50.9763848996717
"135746",1,0,0,"TPL",64,"male",4,66,2,"gasoline","private","0",3.2647604444955,50.8160163165965
"24263",1,0,0,"TPL",31,"male",11,48,12,"diesel","private","0",4.38714643615594,51.2160423671088
"23110",0.0931506849315069,0,0,"TPL+",29,"female",6,57,4,"gasoline","private","0",4.48088115872033,50.8435394573888
"17655",1,0,0,"TPL",35,"male",0,68,7,"gasoline","private","0",4.33395017857947,50.7683191183661
"31862",0.983561643835616,0,0,"TPL++",51,"male",0,55,4,"diesel","private","0",4.88127764548943,51.4065255909455
"95503",1,0,0,"TPL",68,"male",0,54,10,"gasoline","private","0",4.36024375406355,50.4620091548263
"64494",1,0,0,"TPL",45,"male",0,44,11,"gasoline","private","0",5.56991851465114,50.4761392254705
"84355",1,0,0,"TPL",57,"male",0,60,2,"diesel","private","0",5.04601128749727,50.4872244746992
"11222",1,0,0,"TPL",36,"female",5,53,12,"gasoline","private","0",4.55538599002718,50.6720754974774
"152987",1,0,0,"TPL",50,"male",1,40,8,"gasoline","private","0",3.94882751713543,51.1143185964778
"96668",1,0,0,"TPL",39,"male",9,39,11,"diesel","private","0",4.51024082354512,50.3976313863189
"106168",1,0,0,"TPL+",28,"male",4,54,1,"gasoline","private","0",3.9567613947591,50.4569048505571
"33199",1,0,0,"TPL",36,"male",1,76,7,"gasoline","private","0",4.56188606580023,51.118992847406
"5664",1,0,0,"TPL",57,"male",0,65,10,"gasoline","private","0",4.29736955586532,50.8750210648933
"26927",0.246575342465753,0,0,"TPL",19,"male",11,47,3,"diesel","private","0",4.38714643615594,51.2160423671088
"76179",1,0,0,"TPL+",29,"female",3,66,5,"diesel","private","0",6.00026274026012,50.726174329429
"103395",1,0,0,"TPL",62,"female",0,55,10,"gasoline","private","0",5.79271200231588,49.5665611096009
"134786",1,0,0,"TPL",50,"female",0,40,12,"gasoline","private","0",2.96562825093341,51.2373852863166
"130576",1,0,0,"TPL",52,"male",0,44,7,"diesel","private","0",3.20141248588086,51.2341856537094
"157471",1,0,0,"TPL",43,"male",9,40,13,"diesel","private","0",3.59560780591428,50.7501996312453
"43266",0.986301369863014,0,0,"TPL",25,"female",5,55,6,"diesel","private","0",4.65874223844029,51.258242662641
"38802",1,0,0,"TPL",41,"male",0,122,11,"gasoline","private","0",4.32397369202418,51.1077987355938
"117242",0.241095890410959,0,0,"TPL",54,"male",0,33,13,"gasoline","private","0",3.64423201146657,50.4770030537849
"112649",1,1,1457.56434696169,"TPL",25,"male",8,40,14,"diesel","private","0",4.1660211675673,50.4679258787816
"137019",1,0,0,"TPL",40,"male",2,89,1,"gasoline","private","0",3.30589838083999,50.8439096861155
"35458",1,1,71.1206522574424,"TPL",44,"female",1,39,10,"diesel","private","0",4.37084173495727,51.1324058902297
"91816",1,0,0,"TPL",33,"male",0,66,6,"diesel","private","0",4.43709177560176,50.4173411858797
"81624",1,0,0,"TPL",43,"male",5,65,4,"diesel","private","0",4.69382231712294,50.5674812856238
"54601",1,0,0,"TPL++",43,"female",1,140,2,"gasoline","private","0",5.56362704715962,50.9331930115578
"72235",0.284931506849315,0,0,"TPL",29,"female",5,63,2,"gasoline","private","0",5.29958750456393,50.5534953904984
"105194",0.843835616438356,0,0,"TPL",26,"female",9,40,15,"diesel","private","0",5.44735206598013,50.3366842094579
"127013",1,0,0,"TPL",46,"male",4,43,5,"gasoline","private","0",3.77338905250969,50.6353253424878
"27933",1,0,0,"TPL++",30,"male",5,66,1,"gasoline","private","0",4.38714643615594,51.2160423671088
"80138",0.328767123287671,0,0,"TPL",30,"male",9,43,8,"diesel","private","0",4.85818540668705,50.4620030651056
"126028",0.758904109589041,1,2089.02352261657,"TPL",38,"female",5,32,16,"gasoline","private","0",2.98566768345015,50.7853122198557
"61463",0.328767123287671,0,0,"TPL",86,"male",2,43,6,"gasoline","work","1",5.61256583281628,50.6800201548295
"75287",0.487671232876712,0,0,"TPL",33,"male",0,88,7,"gasoline","private","0",5.61100065172902,50.7117457697964
"31352",0.750684931506849,0,0,"TPL++",31,"male",2,66,2,"diesel","private","0",4.81141722727509,51.3148245219612
"103054",1,0,0,"TPL++",36,"male",0,51,2,"diesel","private","0",5.80642284754309,49.6176933501103
"92060",1,0,0,"TPL",70,"male",0,51,4,"diesel","private","0",4.43709177560176,50.4173411858797
"44564",1,0,0,"TPL+",71,"male",6,65,4,"gasoline","private","0",4.68383153521203,50.8816251488922
"147178",1,1,45.0174640988203,"TPL",25,"male",12,54,1,"gasoline","private","0",3.70660884472355,51.0590759805841
"74873",1,0,0,"TPL+",24,"male",5,51,8,"diesel","private","0",5.82679367968705,50.6330164463163
"157402",1,0,0,"TPL++",46,"male",0,70,2,"diesel","private","1",3.82564991511092,50.8214059129374
"28079",1,0,0,"TPL",24,"male",6,81,8,"gasoline","private","0",4.38714643615594,51.2160423671088
"72806",1,0,0,"TPL",69,"male",0,49,14,"gasoline","private","0",5.45389575479544,50.4452984403917
"148387",1,0,0,"TPL",40,"male",4,58,6,"gasoline","private","0",3.70660884472355,51.0590759805841
"98754",1,0,0,"TPL+",71,"male",0,47,7,"diesel","private","0",4.36084482483889,50.5148151514566
"82931",1,0,0,"TPL++",40,"female",1,50,4,"diesel","private","0",4.81895694303904,50.5201941257892
"22770",0.00547945205479452,0,0,"TPL++",37,"male",0,66,4,"diesel","private","0",4.47506361099577,50.8833884865668
"125809",0.86027397260274,0,0,"TPL",43,"male",0,55,6,"diesel","private","0",3.43735090639832,50.7042756623298
"59219",0.810958904109589,0,0,"TPL",31,"female",7,40,8,"diesel","private","0",5.55664901167823,50.6478075291239
"143649",1,0,0,"TPL",44,"male",1,44,3,"gasoline","private","0",3.13759553075168,50.8723221778417
"62094",1,0,0,"TPL",45,"male",5,55,2,"gasoline","private","0",5.63249626518598,50.5859002431813
"122894",1,1,364.279534654275,"TPL",30,"male",3,33,11,"gasoline","private","0",3.37582731451015,50.5925185407709
"6479",1,0,0,"TPL+",48,"male",2,60,6,"gasoline","work","0",4.39673657191953,50.8706355187769
"104531",1,0,0,"TPL+",47,"male",0,47,3,"diesel","private","0",5.33389348980145,50.0386271502204
"124720",1,1,1434.55982786274,"TPL+",53,"male",9,65,7,"gasoline","private","0",3.21146030365927,50.7436010825715
"161872",0.394520547945205,0,0,"TPL",59,"male",0,55,4,"diesel","private","0",3.67407041899466,50.9294898116397
"48536",1,0,0,"TPL++",25,"female",9,77,1,"diesel","private","0",4.93011082851364,50.8123036159858
"146336",1,1,722.609624713993,"TPL",35,"male",10,63,10,"diesel","private","0",3.70660884472355,51.0590759805841
"81514",0.224657534246575,0,0,"TPL+",39,"male",4,55,7,"diesel","private","0",4.69382231712294,50.5674812856238
"130610",1,0,0,"TPL",24,"female",7,40,10,"diesel","private","0",3.20141248588086,51.2341856537094
"104245",1,0,0,"TPL++",29,"male",0,66,1,"diesel","private","0",5.11344724735306,49.8943199479663
"115367",0.915068493150685,0,0,"TPL",64,"male",12,35,11,"gasoline","private","0",4.22612247161492,50.4943224137254
"155572",1,0,0,"TPL+",62,"male",0,47,8,"gasoline","private","0",4.03509617936571,50.9422882825979
"50693",1,0,0,"TPL",48,"male",5,138,12,"gasoline","private","0",5.36485614680658,50.9924504248163
"58659",1,0,0,"TPL++",58,"male",1,43,3,"gasoline","private","0",5.55664901167823,50.6478075291239
"96916",1,0,0,"TPL++",40,"male",0,33,5,"gasoline","private","0",4.51024082354512,50.3976313863189
"157645",1,0,0,"TPL+",27,"female",0,58,5,"gasoline","private","0",3.59560780591428,50.7501996312453
"145828",1,1,991.574099092958,"TPL",55,"male",0,66,6,"diesel","private","0",2.81256049203778,50.7381211086972
"131997",1,0,0,"TPL",33,"male",1,65,3,"gasoline","private","0",3.14393539099691,51.1320590884755
"65007",0.252054794520548,0,0,"TPL",51,"male",0,47,1,"diesel","private","0",5.07758442006225,50.5510861548382
"22822",1,0,0,"TPL+",30,"male",5,70,7,"gasoline","private","0",4.45976387653786,50.8456835721594
"109569",1,0,0,"TPL+",59,"male",0,55,5,"diesel","private","0",3.87474675433954,50.390620653242
"24950",1,0,0,"TPL",36,"male",1,84,14,"gasoline","private","0",4.38714643615594,51.2160423671088
"3633",0.238356164383562,0,0,"TPL++",55,"male",0,65,3,"gasoline","private","0",4.28110524587358,50.8295104693713
"520",0.646575342465753,0,0,"TPL+",35,"female",0,66,6,"gasoline","private","0",4.35522299485413,50.8453864646626
"135986",1,0,0,"TPL",36,"male",2,55,8,"gasoline","private","0",3.2647604444955,50.8160163165965
"117476",1,0,0,"TPL",58,"male",0,40,3,"gasoline","private","0",3.64423201146657,50.4770030537849
"155131",1,0,0,"TPL",47,"male",0,65,3,"gasoline","private","0",4.03509617936571,50.9422882825979
"114034",1,0,0,"TPL",69,"male",0,33,9,"diesel","private","0",4.08024325953923,50.4333637353578
"122099",1,1,1426.37934154522,"TPL",74,"male",0,40,12,"diesel","private","0",3.37582731451015,50.5925185407709
"145959",1,0,0,"TPL",45,"male",0,68,6,"gasoline","private","0",2.71959329639874,50.8474028618698
"122360",1,0,0,"TPL+",45,"male",0,40,8,"gasoline","private","0",3.37582731451015,50.5925185407709
"111694",1,1,77.9873028936611,"TPL+",39,"male",0,33,5,"gasoline","private","0",4.1660211675673,50.4679258787816
"86809",0.964383561643836,1,3973.70841276255,"TPL++",31,"female",5,55,4,"gasoline","private","0",5.1574989603226,50.157347917463
"29950",0.468493150684932,0,0,"TPL+",42,"male",2,85,5,"gasoline","private","0",4.87356273609578,51.1641732163179
"103203",1,0,0,"TPL",55,"male",3,85,7,"gasoline","private","0",5.79271200231588,49.5665611096009
"151800",1,0,0,"TPL",26,"male",6,68,5,"diesel","private","0",4.23076047906183,51.2126496239539
"102182",1,1,657.810257338268,"TPL",49,"male",0,44,2,"gasoline","private","0",5.75675398073349,49.6780233619711
"141260",1,1,888.400814082335,"TPL",27,"male",1,51,3,"diesel","private","0",3.41484805138048,50.8790464429861
"40760",1,0,0,"TPL",59,"female",0,68,7,"gasoline","private","0",4.49648354041369,51.2647530234225
"6868",1,0,0,"TPL+",63,"male",0,43,2,"diesel","private","0",4.43098679599697,50.8317822590911
"110673",1,0,0,"TPL++",50,"male",1,75,4,"gasoline","private","0",4.1660211675673,50.4679258787816
"1740",0.832876712328767,0,0,"TPL++",44,"female",0,40,3,"gasoline","private","0",4.37467709170898,50.8621726451902
"86317",1,0,0,"TPL+",39,"male",4,54,6,"diesel","private","0",4.83891862128626,50.2466411024774
"54501",1,0,0,"TPL",31,"male",10,49,7,"diesel","work","1",5.70346478814479,51.0885631997078
"62347",1,1,171.591897848036,"TPL+",48,"male",4,51,4,"diesel","private","0",5.50056737527412,50.5831880293416
"99007",1,0,0,"TPL",59,"male",0,55,15,"gasoline","private","0",4.53508926580273,50.4348962524154
"137663",1,0,0,"TPL",39,"female",1,40,11,"gasoline","private","0",3.32760148329184,50.8058176302683
"96260",1,0,0,"TPL",65,"male",0,75,13,"gasoline","private","0",4.36024375406355,50.4620091548263
"109617",1,0,0,"TPL+",61,"male",0,66,11,"gasoline","work","0",3.87474675433954,50.390620653242
"47173",0.23013698630137,0,0,"TPL+",49,"male",1,40,10,"diesel","private","0",4.62923778402696,50.964711600946
"146934",0.608219178082192,0,0,"TPL",40,"male",0,66,1,"diesel","private","0",3.70660884472355,51.0590759805841
"134426",1,0,0,"TPL+",58,"male",1,55,5,"gasoline","private","0",2.80163182440081,51.1829763734801
"112472",1,1,1735.25467341268,"TPL",39,"male",15,47,12,"diesel","private","0",4.1660211675673,50.4679258787816
"119946",1,0,0,"TPL+",45,"male",9,42,7,"gasoline","private","0",3.77550094800761,50.3880758795432
"81278",1,1,145.017711992345,"TPL+",23,"male",7,47,6,"diesel","private","0",4.85818540668705,50.4620030651056
"151344",0.975342465753425,0,0,"TPL",45,"female",0,39,8,"gasoline","private","0",4.1502097937052,51.1714865860244
"48897",1,0,0,"TPL",60,"male",0,55,8,"gasoline","private","0",4.93011082851364,50.8123036159858
"100344",1,1,1426.37934154522,"TPL",33,"male",0,37,2,"diesel","work","0",4.24410041644813,50.2227278852773
"51921",1,0,0,"TPL",38,"male",1,50,7,"diesel","private","1",5.21086324116542,51.0472396856666
"146529",1,0,0,"TPL",30,"male",9,52,8,"gasoline","private","0",3.70660884472355,51.0590759805841
"148842",1,0,0,"TPL+",53,"male",0,54,2,"diesel","private","0",3.70660884472355,51.0590759805841
"3784",1,0,0,"TPL+",61,"male",0,66,4,"diesel","private","1",4.28110524587358,50.8295104693713
"67853",1,0,0,"TPL",75,"male",1,43,3,"diesel","private","0",5.42923359281155,50.5974461281429
"84452",1,0,0,"TPL+",32,"female",6,40,11,"gasoline","private","0",5.04601128749727,50.4872244746992
"19218",1,0,0,"TPL+",44,"male",6,76,4,"gasoline","private","0",4.16818438378405,50.8735514486511
"104570",0.536986301369863,1,1181.51011777421,"TPL",43,"male",0,59,8,"gasoline","private","0",5.23444294063738,49.8546073083845
"69761",1,0,0,"TPL",50,"male",0,110,2,"gasoline","private","0",5.42789498806051,50.638276659116
"51600",1,0,0,"TPL",29,"female",4,33,11,"gasoline","private","0",5.27864010554546,50.8788319557636
"152209",1,0,0,"TPL+",55,"male",1,38,6,"gasoline","private","0",4.19347022671512,51.1335154441337
"36725",0.186301369863014,0,0,"TPL+",30,"male",1,64,4,"gasoline","private","0",4.45285369981568,51.0357334294333
"7060",1,0,0,"TPL",50,"male",11,55,8,"gasoline","private","0",4.43098679599697,50.8317822590911
"25920",1,0,0,"TPL",57,"male",0,49,9,"diesel","private","0",4.38714643615594,51.2160423671088
"147266",1,0,0,"TPL",36,"female",15,47,14,"diesel","private","0",3.70660884472355,51.0590759805841
"161140",1,0,0,"TPL",39,"male",1,50,14,"gasoline","private","0",3.78536149486213,50.9393156056403
"86003",1,0,0,"TPL+",58,"female",1,35,8,"gasoline","private","0",5.30673946421746,50.3002218780868
"124654",1,0,0,"TPL",49,"male",0,88,9,"diesel","private","0",3.21146030365927,50.7436010825715
"150312",1,1,1864.30804240962,"TPL",45,"male",0,110,4,"gasoline","private","0",3.84548620536013,51.1035095267499
"106265",0.495890410958904,1,261.626826045677,"TPL",45,"female",2,110,8,"gasoline","private","0",3.9567613947591,50.4569048505571
